CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1410947H, iMAX,2 MB,SEJ,ENRIQUE DIAZ DE LEON,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,TECOLOTLAN 111 ,45412,-103.2708333,20.6805556,ACTIVO
1410948A, iMAX,2 MB,SEJ,VASCO DE QUIROGA,VESPERTINO,PRIMARIA,CENTRO,TONALA,TONALA,TEXCOCO 100 ,45402,-103.27625,20.6145,ACTIVO
1410949E, iMAX,2 MB,SEJ,CUAUHTEMOC,VESPERTINO,PRIMARIA,CENTRO,TONALA,TONALA,CALLE PIRUL SN COL.LOMAS DELA SOLEDAD,45400,-103.2688333,20.6341389,ACTIVO
1410949E, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,CALLE PIRUL SN COL.LOMAS DELA SOLEDAD,45400,-103.2688333,20.6341389,ACTIVO
1410963G, iMAX,2 MB,SEJ,SIMON BOLIVAR,MATUTINO,PREESCOLAR,CENTRO,TONALA,PUENTE GRANDE,AVENIDA HIDALGO 1,45427,-103.1629167,20.555,ACTIVO
1410967A, iMAX,2 MB,SEJ,TENAMAXTLIC,MATUTINO,PRIMARIA,CENTRO,TONALA,PUENTE GRANDE,HIDALGO 51 POBLADO DE TOLOLOTLAN ,45427,-103.1625,20.5572222,ACTIVO
1410968E, iMAX,2 MB,SEJ,PEDRO MORENO,MATUTINO,PRIMARIA,CENTRO,TONALA,PUENTE GRANDE,"MATAMOROS 7, ESQUINA 5 DE MAYO ",45427,-103.1513889,20.5705556,ACTIVO
1410974B, iMAX,2 MB,SEJ,EFRAIN GONZALEZ LUNA,VESPERTINO,PRIMARIA,CENTRO,TONALA,SAN FRANCISCO DE LA SOLEDAD (SAN FRANCISCO),"GUAYABITOS 86,COL FAN FRANCISCO DE LA SOLEDAD ",45400,-103.1840833,20.5672833,ACTIVO
1410974B, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,CENTRO,TONALA,SAN FRANCISCO DE LA SOLEDAD (SAN FRANCISCO),"GUAYABITOS 86,COL FAN FRANCISCO DE LA SOLEDAD ",45400,-103.1840833,20.5672833,ACTIVO
1410977C, iMAX,2 MB,SEJ,MOISES SAENZ,MATUTINO,SECUNDARIA,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,ANGELA PERALTA 120,45430,-103.065,20.6327778,ACTIVO
1410983K, iMAX,2 MB,SEJ,AURELIO ACEVES,VESPERTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,CUAUHTEMOC 3,45430,-103.0716667,20.6225,ACTIVO
1410984D, iMAX,2 MB,SEJ,JAIME UNO,MATUTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,CUAUHTEMOC 445,45430,-103.0608333,20.6308333,ACTIVO
1410987E, iMAX,2 MB,SEJ,JOSE MA PINO SUAREZ,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,INDUSTRIA 30,45430,-103.0694444,20.6208333,ACTIVO
1410989B, iMAX,2 MB,SEJ,ENRIQUE REBSAMEN,VESPERTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,JAIME TORRES BODET 120,45430,-103.0500917,20.6258333,ACTIVO
1410989B, iMAX,2 MB,SEJ,JOSEFINA RAMOS DEL RIO,MATUTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,JAIME TORRES BODET 120,45430,-103.0500917,20.6258333,ACTIVO
1410996C, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,NICOLAS BRAVO 40,45430,-103.0722222,20.6208333,ACTIVO
1411002J, iMAX,2 MB,SEJ,MELCHOR OCAMPO,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,SALVADOR RUIZ 1,45430,-103.0763889,20.6211111,ACTIVO
1411003C, iMAX,2 MB,SEJ,JUAN TERRIQUEZ,MATUTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,TABACHINES 12,45430,-103.0744444,20.6263889,ACTIVO
1411007H, iMAX,2 MB,SEJ,IDOLINA GAONA RUIZ,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,COLIMILLA,LAZARO CARDENAS O.87 LOCALIDAD COLIMILLA,45434,-103.1927778,20.7055556,ACTIVO
1411009E, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LA LAJA,AVENIDA DE LOS MAESTROS 150 COL POBLADO LA ALAJA ENTRE INDEPENCIA Y AGUSTIN YA—EZ,45438,-103.1236111,20.5783333,ACTIVO
1411009E, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,VESPERTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LA LAJA,AVENIDA DE LOS MAESTROS 150 COL POBLADO LA ALAJA ENTRE INDEPENCIA Y AGUSTIN YA—EZ,45438,-103.1236111,20.5783333,ACTIVO
1411012A, iMAX,2 MB,SEJ,IGNACIO ALLENDE,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,MATATLAN,HIDALGO 1 ENTRE MIGUEL HIDALGO Y COSTILLA  Y J ISABEL FLORES VARELA ,45435,-103.14895,22.7001778,ACTIVO
1411015B, iMAX,2 MB,SEJ,FRAY PEDRO DE GANTE,MATUTINO,SECUNDARIA,CENTRO,ZAPOTLANEJO,MATATLAN,VICENTE GUERRERO 37  ENTRE I—OS HEROES  Y CARLOS RAMIREZ  LADE ING ,45435,-103.1497778,20.7084444,ACTIVO
1411020F, iMAX,2 MB,SEJ,RAMON CORONA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,SAN JOSE DE LAS FLORES (GALLINAS DE ARRIBA),"19 DE MARZO 26, COL SAN JOSE DE LAS FLORES",45445,-102.995,20.6538889,ACTIVO
1411025D, iMAX,2 MB,SEJ,MEXICO,MATUTINO,PREESCOLAR,CENTRO,ZAPOTLANEJO,SAUCILLO DE MALDONADO (EL SAUCILLO),16 DE SEPTIEMBRE 42,45440,-102.925,20.5569444,ACTIVO
1411037C, iMAX,2 MB,SEJ,PLAN DE AYALA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LA CRUZ,RIO SECO ,45430,-103.0727778,20.6051944,ACTIVO
1411064H, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,MESA COLORADA,LOCALIDAD MESA COLORADA,45435,-103.1190556,20.6556111,ACTIVO
1411065A, iMAX,2 MB,SEJ,JOSE VASCONCELOS,VESPERTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,SAN JOAQUIN (CORRAL FALSO),SAN JOAQUIN (CORRAL FALSO),45470,-103.0427778,20.7744444,ACTIVO
1411073F, iMAX,2 MB,SEJ,5 DE MAYO,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL AGUACATE,EL AGUACATE S/N,45434,-103.2136111,20.7030556,ACTIVO
1411074J, iMAX,2 MB,SEJ,CARMEN SERDAN,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LAS VENADAS,S/N,45430,-102.9699333,20.5811833,ACTIVO
1411075C, iMAX,2 MB,SEJ,ABOLICION DE LA ESCLAVITUD,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL GATO,CONOCIDO EL GATO,45445,-102.9033333,20.6077778,ACTIVO
1411077K, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL CARRIZO,CONOCIDO ,45453,-103.1269333,20.74125,ACTIVO
1411081K, iMAX,2 MB,SEJ,IGNACIO ALLENDE,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,PALO COLORADO,CONOCIDO  PALO COLORADO,45443,-103.0701111,20.7474167,ACTIVO
1411088F, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,AGUA ESCONDIDA,PROLONGACION POGRESO 46A,45460,-103.085,20.5089,ACTIVO
1411091B, iMAX,2 MB,SEJ,16 DE SEPTIEMBRE,VESPERTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,TINAJEROS,CONOCIDO TINAJEROS,45446,-103.0915,20.6859444,ACTIVO
1411095G, iMAX,2 MB,SEJ,VASCO DE QUIROGA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,SALTO DE COYOTES,CONOCIDO SALTO DE COYOTES.,45430,-102.97,20.5713889,ACTIVO
1411099A, iMAX,2 MB,SEJ,RAMON LOPEZ VELARDE,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,ATENGO,LA ATENJO,45430,-103.1808333,20.7244444,ACTIVO
1411100C, iMAX,2 MB,SEJ,PLAN DE SAN LUIS,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL MAESTRANZO,CONOCIDO RANCHO EL MAESTRANZO,45435,-103.146,20.7238611,ACTIVO
1411101G, iMAX,2 MB,SEJ,1 DE MAYO,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LA MEZQUITERA,HIDALGO 91,45430,-103.1197222,20.5619444,ACTIVO
1411104H, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,EL SALITRE (LA MORA),RODOLFO SANDOVAL 1 COL. LA MORA,45430,-103.0965,20.5499,ACTIVO
1411115C, iMAX,2 MB,SEJ,NI—O ARTILLERO,MATUTINO,PRIMARIA,CENTRO,JUANACATLAN,LA AURORA,"CAMINO AL SEMINARIO S/N,COL AURORA",45880,-103.1433,20.5669,ACTIVO
1411121K, iMAX,2 MB,SEJ,MARCELINO GARCIA BARRAGAN,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,OJO DE AGUA,CONOCIDO;  LOCALIDAD POZO DE AGUA,45430,-103.1247222,20.7283333,ACTIVO
1411123H, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,LA LOMA,CONOCIDO LOCALIDAD LA LOMA,45430,-103.1118056,20.5809722,ACTIVO
1411124A, iMAX,2 MB,SEJ,ESC. SEC. TEC. O.  34,MATUTINO,SECUNDARIA,CENTRO,TONALA,PUENTE GRANDE,PUENTE GRANDE TONALA JALISCO,45427,-103.1536111,20.5702778,ACTIVO
1411125E, iMAX,2 MB,SEJ,EMSAD SAN JOSE DE LAS FLORES,VESPERTINO,BACHILLERATO,CENTRO,ZAPOTLANEJO,SAN JOSE DE LAS FLORES (GALLINAS DE ARRIBA),16 DE SEPTIEMBRE 43,45445,-102.9675278,20.6505,ACTIVO
1411125E, iMAX,2 MB,SEJ,ANDRES QUINTANA ROO,MATUTINO,SECUNDARIA,CENTRO,ZAPOTLANEJO,SAN JOSE DE LAS FLORES (GALLINAS DE ARRIBA),16 DE SEPTIEMBRE 43,45445,-102.9675278,20.6505,ACTIVO
1411134C, iMAX,2 MB,SEJ,MARIA MONTESSORI,MATUTINO,SECUNDARIA,CENTRO,ZAPOTLANEJO,EL SALITRE (LA MORA),JUAN ALDAMA 15 COL . LA MORA,45430,-103.1036,20.5536,ACTIVO
1411141D, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,"MARGARITAS 300, COL ALTAMIRA,  ENTRE ALFARERA Y MESA",45405,-103.23,20.6319444,ACTIVO
1411151F, iMAX,2 MB,SEJ,EMSAD SAN MIGUEL HUAIXTITA,VESPERTINO,BACHILLERATO,NORTE,MEZQUITIC,SAN MIGUEL (SAN MIGUEL HUAIXTITA),CONOCIDO,46040,-104.3215694,22.0707778,ACTIVO
1411245J, iMAX,2 MB,SEJ,JOSE GUIZAR MORFIN,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,GALAXIA LA ORIA,CIRC. AGUAMARINA 114 MUN. LA ORIA TLAJOMULCO DE ZU—IGA,45640,-103.4201667,20.4523889,ACTIVO
1411245J, iMAX,2 MB,SEJ,JOSE MARIA GONZALEZ HERMOSILLO,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,GALAXIA LA ORIA,CIRC. AGUAMARINA 114 MUN. LA ORIA TLAJOMULCO DE ZU—IGA,45640,-103.4201667,20.4523889,ACTIVO
1411252K, iMAX,2 MB,SEJ,SILVESTRE VARGAS,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE BUENOS AIRES,45641,-103.4018056,20.4937222,ACTIVO
1411252K, iMAX,2 MB,SEJ,JUAN GALLAGA,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE BUENOS AIRES,45641,-103.4018056,20.4937222,ACTIVO
1411253D, iMAX,2 MB,SEJ,GONZALO CHAPELA Y BLANCO,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA ALAMEDA,"DEL AHUEHUETE 24 ENTRE ALAMEDA DEL ALAMO,COL VILLA DE LA ALAMEDA",45679,-103.2531944,20.5040833,ACTIVO
1411254H, iMAX,2 MB,SEJ,ADOLFO CHRISTLIEB IBARROLA,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AV. LOS FRESNOS SN FRACC.LOS FRESNOS,45170,-103.3936111,20.5236111,ACTIVO
1411254H, iMAX,2 MB,SEJ,FRANCISCO LOXERO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AV. LOS FRESNOS SN FRACC.LOS FRESNOS,45170,-103.3936111,20.5236111,ACTIVO
1411261X, iMAX,2 MB,SEJ,FRANCISCO GONZALEZ LEON,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,CIRCUITO SALVADOR SN,45655,-103.3765278,20.5156111,ACTIVO
1411291D, iMAX,2 MB,SEJ,N/C,MATUTINO,SECUNDARIA,CENTRO,EL SALTO,EL SALTO,"EUCALIPTOS,ABETOS S/N,COL LA AZUCENA",45680,-103.2016667,20.5025,ACTIVO
1411350D, iMAX,2 MB,SEJ,JAIME TORRES BODET,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,LA JOYA,FLOR DE LIRIO 4521 COL. LOMAS PRIMAVERA,45066,-103.47575,20.638,ACTIVO
1411353E, iMAX,2 MB,SEJ,FERNANDO MONTES DE OCA,VESPERTINO,PREESCOLAR,CENTRO,EL SALTO,HACIENDA VIEJA DEL CASTILLO (CASTILLO VIEJO),PROLONGACION MAURO LOPEZ 11,45686,-103.2449444,20.5416944,ACTIVO
1411353E, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PREESCOLAR,CENTRO,EL SALTO,HACIENDA VIEJA DEL CASTILLO (CASTILLO VIEJO),PROLONGACION MAURO LOPEZ 11,45686,-103.2449444,20.5416944,ACTIVO
1411355B, iMAX,2 MB,SEJ,PITALOC,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,SANTA CECILIA ,45406,-103.2488889,20.6591667,ACTIVO
1411365D, iMAX,2 MB,SEJ,SANTIAGUITO,MATUTINO,PREESCOLAR,VALLES,SAN JUANITO DE ESCOBEDO,SANTIAGUITO,CONOCIDO,46560,-104.0248917,20.845275,ACTIVO
1411544X, iMAX,2 MB,SEJ,EMSAD SAN ANDRES DE COHAMIATA,VESPERTINO,BACHILLERATO,NORTE,MEZQUITIC,SAN ANDRES COHAMIATA,CONOCIDO,46040,-104.2412889,22.1899389,ACTIVO
1411546F, iMAX,2 MB,SEJ,NI ETSIKA,MATUTINO,INICIAL,NORTE,MEZQUITIC,SAN MIGUEL (SAN MIGUEL HUAIXTITA),CONOCIDO,46040,-104.3215694,22.0707778,ACTIVO
1411550F, iMAX,2 MB,SEJ,LOS LIRIOS,MATUTINO,PREESCOLAR,NORTE,MEZQUITIC,LOS LIRIOS,CONOCIDO,46040,-104.0679528,22.1260528,ACTIVO
1411656X, iMAX,2 MB,SEJ,EL CENTRO,MATUTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,EL CENTRO,CONOCIDO 2040,47600,-102.6241667,20.8718611,ACTIVO
1411658F, iMAX,2 MB,SEJ,PRESA DE GOMEZ,MATUTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,PRESA DE GOMEZ,CONOCIDO COMUNIDAD PRESA DE GOMEZ,47600,-102.5590833,20.8769444,ACTIVO
1411697J, iMAX,2 MB,SEJ,EL PLATANAR,MATUTINO,PREESCOLAR,SIERRA DE AMULA,TUXCACUESCO,EL PLATANAR,CONOCIDO,48770,-103.938775,19.6658833,ACTIVO
1411753X, iMAX,2 MB,SEJ,RANCHO BLANCO,MATUTINO,PREESCOLAR,SUR,ZAPOTITLAN DE VADILLO,RANCHO BLANCO (ANGELES CUSTODIOS),CONOCIDO,49770,-103.8343278,19.5403333,ACTIVO
1411760J, iMAX,2 MB,SEJ,SACAMECATE,MATUTINO,SECUNDARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SACAMECATE,CAMINO A PASTORES S/N,47180,-102.5255833,20.7493056,ACTIVO
1411849J, iMAX,2 MB,SEJ,TRINIDAD,MATUTINO,SECUNDARIA,ALTOS SUR,SAN MIGUEL EL ALTO,LA TRINIDAD,TRINIDAD,47140,-102.4594667,20.9539667,ACTIVO
1411897A, iMAX,2 MB,SEJ,SAN VICENTE,MATUTINO,SECUNDARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN VICENTE,COL. SAN VICENTE ,47180,-102.4827222,20.7340833,ACTIVO
1411921H, iMAX,2 MB,SEJ,SAUCILLO DEL SUR,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,EL SAUCILLO,CONOCIDO,47180,-102.3540139,20.7586167,ACTIVO
1411925B, iMAX,2 MB,SEJ,MODULO ARENAL (TEQUILA),MATUTINO,BACHILLERATO,VALLES,EL ARENAL,EL ARENAL,HIPODROMO,45350,-103.6912194,20.7653056,ACTIVO
1412019B, iMAX,2 MB,SEJ,USAER 10,VESPERTINO,ESPECIAL,CENTRO,GUADALAJARA,GUADALAJARA,HOSPITAL 1488,44620,-103.3669611,20.6858083,ACTIVO
1412052D, iMAX,2 MB,SEJ,TERRERO,MATUTINO,PREESCOLAR,CENTRO,IXTLAHUACAN DEL RIO,EL TERRERO,LOC. EL TERRERO ,45260,-103.2716667,20.7586389,ACTIVO
1412146H, iMAX,2 MB,SEJ,IGNACIO DIAZ MORALES,MATUTINO,SECUNDARIA,CENTRO,EL SALTO,EL QUINCE (SAN JOSE EL QUINCE),EJIDO 28 ENTRE SAGRADO CORAZON Y CENTENARIO COL. LA HIGUERA,45696,-103.286,20.5482,ACTIVO
1412243H, iMAX,2 MB,SEJ,NOMBRE EN TRAMITE,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,EL CAPULIN,AURORA BOREAL SN,45655,-103.2759167,20.4744167,ACTIVO
1412243H, iMAX,2 MB,SEJ,ANTONIO YA—EZ JAUREGUI,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,EL CAPULIN,AURORA BOREAL SN,45655,-103.2759167,20.4744167,ACTIVO
1412244A, iMAX,2 MB,SEJ,ROBERTO CUELLAR GARCIA,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SAN MIGUEL CUYUTLAN,"NARDO S/N ENTRE AMAPOLA, FRACCIONAMIENTO UEVO SAN MIGUEL",45660,-103.3944722,20.4241944,ACTIVO
1412249J, iMAX,2 MB,SEJ,MANUEL GOMEZ MORIN,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),VALLE DE MEXICO SN,45655,-103.3631389,20.5246111,ACTIVO
1412249J, iMAX,2 MB,SEJ,BATALLA DE TEOCUITATLAN Y ZACOALCO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),VALLE DE MEXICO SN,45655,-103.3631389,20.5246111,ACTIVO
1412250X, iMAX,2 MB,SEJ,AGUSTIN MELGAR,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE ASTORGA S/N COL LOMAS DEL SUR,45645,-103.4088333,20.4820833,ACTIVO
1412250X, iMAX,2 MB,SEJ,BRIGIDO LESAMA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE ASTORGA S/N COL LOMAS DEL SUR,45650,-103.4088333,20.4820833,ACTIVO
1412251B, iMAX,2 MB,SEJ,ELIAS ANDINO VALLARTA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE IBIZA S/N COL. LOMAS DEL SUR.,45650,-103.4148889,20.4919444,ACTIVO
1412251B, iMAX,2 MB,SEJ,MANUEL GOMEZ MORIN,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE IBIZA S/N COL. LOMAS DEL SUR.,45655,-103.4148889,20.4919444,ACTIVO
1412276D, iMAX,2 MB,SEJ,JOSE MARIA ARREOLA,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,HACIENDA CIENEGA DE MATA  S/N COL.HDA. REAL,45400,-103.2402222,20.5911389,ACTIVO
1412283E, iMAX,2 MB,SEJ,FRANCISCO JAVIER MINA Y LARREA,VESPERTINO,PRIMARIA,CENTRO,TONALA,PASEO DE LAS CA±ADAS,"CA—ON ENTRE DESFILADERO	 Y PE_ASCO COL. PASEO DE LAS CA—ADAS ",45400,-103.1993611,20.6302222,ACTIVO
1412283E, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PRIMARIA,CENTRO,TONALA,PASEO DE LAS CA±ADAS,"CA—ON ENTRE DESFILADERO	 Y PE_ASCO COL. PASEO DE LAS CA—ADAS ",45400,-103.1993611,20.6302222,ACTIVO
1412312J, iMAX,2 MB,SEJ,MODULO VILLA GUERRERO (COLOTLAN),VESPERTINO,BACHILLERATO,NORTE,VILLA GUERRERO,VILLA GUERRERO,PINO SUAREZ,46100,-103.5908111,21.9811944,ACTIVO
1412330F, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,GERANIO,45226,-103.4755556,20.6363889,ACTIVO
1412376E, iMAX,2 MB,SEJ,MARIANO ALDAMA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,BLVD. GRANADA SN COL. CHULA VISTA,45655,-103.3614722,20.4981667,ACTIVO
1412376E, iMAX,2 MB,SEJ,MARCELINO DAVALOS VAZQUEZ,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,BLVD. GRANADA SN COL. CHULA VISTA,45655,-103.3614722,20.4981667,ACTIVO
1412538G, iMAX,2 MB,SEJ,RINCON DE SAN LORENZO,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,RINCON DE SAN LORENZO,CONOCIDO,47300,-102.8215278,21.1702639,ACTIVO
1412607X, iMAX,2 MB,SEJ,MARIA ARCELIA DIAZ RENDON,MATUTINO,PREESCOLAR,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,IXTLACHIUATL 527,48329,-105.2315889,20.6138917,ACTIVO
1412608B, iMAX,2 MB,SEJ,JESUS MEDINA CASTILLO,MATUTINO,PREESCOLAR,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,LOMA,48290,-105.2315889,20.6138917,ACTIVO
1412614J, iMAX,2 MB,SEJ,EN TRAMITE,MATUTINO,SECUNDARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,POZOZ MORADO 6,47140,-102.4174722,21.0341111,ACTIVO
1412624A, iMAX,2 MB,SEJ,NOMBRE EN TRAMITE,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,VIVEROS,CIRCUITO PRINCIPAL,45640,-103.2538889,20.4791389,ACTIVO
1412624A, iMAX,2 MB,SEJ,FRANCISCO DEL TORO,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,VIVEROS,CIRCUITO PRINCIPAL,45640,-103.2538889,20.4791389,ACTIVO
1412626X, iMAX,2 MB,SEJ,FRANCISCO MARTIN DEL CAMPO,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,CHULAVISTA ESQ. CALLE GRANADA S/N COL. CHULAVISTA,45655,-103.3609722,20.3314444,ACTIVO
1412629J, iMAX,2 MB,SEJ,RAFAEL MALDONADO,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DEL SUR,AVENIDA CIRCUITO TERRANOVA ,45641,-103.4194444,20.5063889,ACTIVO
1412630X, iMAX,2 MB,SEJ,NOMBRE EN TRAMITE,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DEL SUR,AV. VILLA TERRANOVA S/N LOMAS DEL SUR,45640,-103.4129722,20.4980556,ACTIVO
1412630X, iMAX,2 MB,SEJ,MIGUEL GOMEZ PORTUGAL,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DEL SUR,AV. VILLA TERRANOVA S/N LOMAS DEL SUR,45655,-103.4129722,20.4980556,ACTIVO
1412648J, iMAX,2 MB,SEJ,CECYTEJ 21,MATUTINO,BACHILLERATO,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AV. CONSTITUCION S/N ,45684,-103.3786111,20.5297222,ACTIVO
1412648J, iMAX,2 MB,SEJ,CECYTEJ 21,MATUTINO,BACHILLERATO,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AV. CONSTITUCION S/N ,45684,-103.3786111,20.5297222,ACTIVO
1412649C, iMAX,2 MB,SEJ,CECYTEJ 22,MATUTINO,BACHILLERATO,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,PROLONGACION MORELOS,47190,-102.5391944,20.7539444,ACTIVO
1412683X, iMAX,2 MB,SEJ,CENTRO DE MAESTROS 1403,N/D,CMAESTRO,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,AVENIDA MADERO Y CARRANZA,49000,-103.4730667,19.7027361,ACTIVO
145IJJ, iMAX,2 MB,GOB,N/D,N/D,N/D,CIENEGA,OCOTLAN,N/D,N/D,N/D,102 46 12.035  ,20 20 27.131 ,ACTIVO
